time_karin,lon,lat,time_delta_left,time_delta_right,ssha_karin,steric,steric_linear,swh,pass_num,mooring_id
15789100.00000,-125.23417,35.69334,-104.43333,62.35000,-0.45714,-4.37763,-4.26021,2.26557,13.00000,ru32
15789100.00000,-124.89068,35.39019,-17.85000,149.93333,2.92777,2.38190,2.19876,2.15244,13.00000,ru38
15874938.00000,-125.12390,36.18510,-7.11667,26.60000,-2.09522,49.27910,49.27984,2.31269,13.00000,S1
15874938.00000,-125.08680,36.07600,-28.91667,35.28333,-2.21255,48.46880,48.41344,2.28987,13.00000,P1
15874938.00000,-125.05160,35.98940,-47.10000,19.28333,-2.17149,50.59890,50.26557,2.27153,13.00000,P2
15874938.00000,-125.04010,35.91840,-6.30000,28.01667,-3.71005,49.48880,49.63286,2.25645,13.00000,S2
15874938.00000,-124.99550,35.82450,-32.60000,35.26667,-3.49551,49.69050,49.77245,2.24048,13.00000,P3
15874938.00000,-124.97520,35.73730,-35.68333,33.98333,-2.32910,51.09090,50.52710,2.22637,13.00000,P4
15874938.00000,-124.97270,35.65330,-23.26667,14.55000,-1.38921,55.63200,55.55440,2.21595,13.00000,S3
15874938.00000,-124.90560,35.46700,-40.38333,28.05000,4.02187,59.71210,59.57897,2.17941,13.00000,P6
15874938.00000,-124.90710,35.39060,-34.43333,0.48333,4.52059,62.61110,62.59976,2.17241,13.00000,S4
15874938.00000,-124.87500,35.28830,-22.68333,43.95000,4.67718,61.04080,60.80959,2.15714,13.00000,P7
15874938.00000,-125.02103,35.73556,-62.06667,107.36667,-2.33109,-4.93467,-5.07568,2.23649,13.00000,ru32
16046614.00000,-125.12430,36.18470,-20.63333,9.45000,-1.74089,50.31760,50.04129,2.15297,13.00000,S1
16046614.00000,-125.08350,36.07590,-54.06667,4.65000,-2.81721,47.58590,47.50387,2.15681,13.00000,P1
16046614.00000,-125.05350,35.98810,-4.21667,56.15000,-3.23465,49.92350,49.90722,2.16152,13.00000,P2
16046614.00000,-125.04060,35.91800,-25.18333,6.01667,-3.85102,50.71750,50.64916,2.16380,13.00000,S2
16046614.00000,-124.99730,35.81940,-23.38333,43.21667,-3.49344,50.68490,50.72963,2.17131,13.00000,P3
16046614.00000,-124.97510,35.73500,-56.96667,9.10000,-3.24176,50.49210,50.49290,2.17300,13.00000,P4
16046614.00000,-124.97120,35.65290,-14.35000,21.45000,-0.13409,56.55440,56.67393,2.17962,13.00000,S3
16046614.00000,-124.90750,35.46380,-17.55000,41.83333,2.48230,58.38670,58.41371,2.18511,13.00000,P6
16046614.00000,-124.90670,35.38960,-18.08333,14.55000,4.99461,63.24040,63.19822,2.19052,13.00000,S4
16046614.00000,-124.88550,35.28290,-42.45000,18.78333,7.30219,61.25980,61.46962,2.19836,13.00000,P7
16046614.00000,-125.00868,35.73518,-9.63333,0.15000,-2.30518,-5.61885,-5.62772,2.17640,13.00000,ru32
16046614.00000,-125.08773,35.33667,-72.28333,85.91667,3.63418,3.26602,3.60441,2.21097,13.00000,ru38
16132452.00000,-125.12500,36.18350,-14.93333,15.00000,-2.67425,49.60210,49.52348,2.28033,13.00000,S1
16132452.00000,-125.08150,36.07540,-34.83333,22.20000,-3.98882,46.98560,46.74431,2.28789,13.00000,P1
16132452.00000,-125.05350,35.98690,-44.60000,11.91667,-4.24743,48.70830,48.62858,2.28991,13.00000,P2
16132452.00000,-125.04130,35.91610,-25.65000,5.05000,-4.79231,48.87870,48.91025,2.29236,13.00000,S2
16132452.00000,-125.00090,35.81510,-26.18333,32.98333,-5.14707,49.34010,49.73581,2.29281,13.00000,P3
16132452.00000,-124.97900,35.73020,-15.96667,41.71667,-2.93976,50.70180,50.97110,2.29568,13.00000,P4
16132452.00000,-124.97360,35.65160,-7.36667,24.38333,-0.33025,56.56570,56.53078,2.29351,13.00000,S3
16132452.00000,-124.90600,35.47110,-67.43333,45.51667,1.66981,59.74780,59.00212,2.29250,13.00000,P6
16132452.00000,-124.90670,35.38870,-12.16667,18.40000,4.63071,62.11520,62.04789,2.28900,13.00000,S4
16132452.00000,-124.88160,35.28140,-21.56667,36.75000,5.45547,61.43450,60.97822,2.28292,13.00000,P7
16132452.00000,-125.23876,35.68184,-108.03333,55.51667,1.09425,-0.15470,0.05674,2.27763,13.00000,ru32
16132452.00000,-124.98488,35.35631,-126.83333,30.15000,3.84366,4.06235,3.96723,2.28598,13.00000,ru38
16218290.00000,-125.12550,36.18250,-14.50000,13.81667,-3.94721,48.91710,48.89134,2.58830,13.00000,S1
16218290.00000,-125.08490,36.07390,-31.70000,23.18333,-4.34820,46.54810,46.79259,2.58711,13.00000,P1
16218290.00000,-125.05850,35.98550,-32.31667,20.63333,-3.91758,49.43600,49.22772,2.58030,13.00000,P2
16218290.00000,-125.04340,35.91560,-16.93333,11.96667,-4.93865,48.68630,48.46635,2.57754,13.00000,S2
16218290.00000,-125.00300,35.81480,-19.11667,35.20000,-3.99246,49.33640,49.57548,2.55969,13.00000,P3
16218290.00000,-124.98080,35.72900,-21.85000,29.75000,-1.70401,50.98700,51.08850,2.55547,13.00000,P4
16218290.00000,-124.97350,35.65330,-25.23333,2.96667,0.92572,56.95740,56.96048,2.54095,13.00000,S3
16218290.00000,-124.91150,35.45740,-8.30000,44.76667,4.49320,59.66820,59.65464,2.52025,13.00000,P6
16218290.00000,-124.90800,35.38620,-5.38333,23.71667,5.58205,61.50890,61.66239,2.51139,13.00000,S4
16218290.00000,-124.88190,35.28090,-5.13333,49.83333,5.73554,60.45830,60.39262,2.49727,13.00000,P7
16218290.00000,-124.97994,35.72995,-71.43333,94.90000,-1.71317,-4.69637,-4.47145,2.55559,13.00000,ru32
16304128.00000,-125.12580,36.18250,-2.55000,26.95000,-4.56114,49.87310,49.87158,2.16291,13.00000,S1
16304128.00000,-125.08480,36.07470,-56.55000,2.65000,-4.25034,47.25140,47.27514,2.19450,13.00000,P1
16304128.00000,-125.05790,35.98550,-17.93333,39.08333,-4.45015,49.50310,49.11595,2.21226,13.00000,P2
16304128.00000,-125.04330,35.91600,-18.68333,11.71667,-3.57461,50.08160,50.14920,2.22818,13.00000,S2
16304128.00000,-125.00370,35.81390,-5.48333,51.18333,-2.29219,50.83820,50.91076,2.23558,13.00000,P3
16304128.00000,-124.97880,35.73170,-48.65000,61.90000,-1.32212,51.80160,51.47542,2.24969,13.00000,P4
16304128.00000,-124.97430,35.65310,-11.08333,18.63333,1.02229,57.59440,57.38811,2.24960,13.00000,S3
16304128.00000,-124.91500,35.45690,-20.15000,33.63333,3.48690,58.48870,58.76122,2.28311,13.00000,P6
16304128.00000,-124.90780,35.38690,-22.98333,7.61667,4.54820,61.51420,61.46788,2.29388,13.00000,S4
16304128.00000,-124.88120,35.28160,-38.33333,17.93333,5.54825,61.33140,60.92819,2.31152,13.00000,P7
16304128.00000,-124.79158,35.77796,-30.25000,134.81667,-2.60794,-3.97872,-4.23068,2.29377,13.00000,ru32
16304128.00000,-124.82725,35.39243,-24.30000,3.06667,2.88820,1.73474,1.80128,2.32176,13.00000,ru38
16389966.00000,-125.12310,36.18390,-28.86667,5.58333,-4.30521,49.00380,48.81998,1.69455,13.00000,S1
16389966.00000,-125.07980,36.07670,-52.16667,20.76667,-3.33236,48.03100,48.20033,1.71563,13.00000,P1
16389966.00000,-125.05290,35.98850,-5.45000,64.30000,-2.62928,49.67290,49.69504,1.73300,13.00000,P2
16389966.00000,-125.04220,35.91720,-4.10000,30.80000,-3.27883,51.73140,51.59644,1.74623,13.00000,S2
16389966.00000,-124.99950,35.81860,-51.45000,17.03333,-2.38630,51.28620,51.38927,1.77086,13.00000,P3
16389966.00000,-124.97730,35.73400,-36.68333,34.53333,-0.03058,50.99370,51.88947,1.78655,13.00000,P4
16389966.00000,-124.97240,35.65240,-32.40000,3.80000,3.73330,58.68760,58.63198,1.80868,13.00000,S3
16389966.00000,-124.90970,35.46050,-50.48333,14.83333,5.11747,59.63080,59.44774,1.86525,13.00000,P6
16389966.00000,-124.90660,35.38790,-2.76667,31.26667,4.64838,61.75240,61.76582,1.88453,13.00000,S4
16389966.00000,-125.02725,35.72433,-0.11667,27.78333,0.95904,-4.20060,-4.19722,1.78321,13.00000,ru32
16389966.00000,-125.06982,35.34454,-12.46667,14.78333,4.44779,3.10157,3.44901,1.86786,13.00000,ru38
7844792.00000,-125.12420,36.18690,-57.43333,15.70000,2.19230,53.69610,53.76196,1.12243,26.00000,S1
7844792.00000,-125.06870,36.02280,-114.33333,75.33333,0.21461,52.15440,52.01141,1.12286,26.00000,P2
7844792.00000,-125.04630,35.91970,-65.88333,19.33333,0.21452,51.20650,51.51112,1.12405,26.00000,S2
7844792.00000,-125.03340,35.84690,-103.91667,163.65000,0.13459,52.26840,52.10858,1.12600,26.00000,P3
7844792.00000,-124.98060,35.65530,-45.75000,38.40000,-1.17065,53.29360,53.43337,1.13064,26.00000,S3
7844792.00000,-124.95180,35.47740,-63.68333,95.90000,-2.04380,53.24720,52.68939,1.13700,26.00000,P6
7844792.00000,-124.91010,35.38940,-49.28333,26.53333,-2.68724,53.68970,53.88817,1.14073,26.00000,S4
7844792.00000,-124.89240,35.28780,-41.26667,63.80000,-3.20832,52.18670,53.03150,1.14540,26.00000,P7
7930630.00000,-125.12500,36.18780,-2.41667,32.56667,2.86522,52.87220,52.83463,1.74656,26.00000,S1
7930630.00000,-125.07040,36.02520,-50.91667,105.48333,0.36921,50.54270,50.60338,1.71927,26.00000,P2
7930630.00000,-125.04720,35.92180,-15.06667,27.73333,-0.05589,51.98660,52.16546,1.69786,26.00000,S2
7930630.00000,-125.04250,35.84410,-151.91667,15.03333,-1.83169,50.89010,51.01201,1.68847,26.00000,P3
7930630.00000,-124.97950,35.65440,-17.20000,21.56667,-2.62998,52.64500,52.29072,1.64800,26.00000,S3
7930630.00000,-124.95470,35.47120,-38.63333,83.93333,-4.22676,51.00820,51.40327,1.62145,26.00000,P6
7930630.00000,-124.91310,35.39030,-32.60000,2.45000,-4.54697,52.39420,52.49187,1.60867,26.00000,S4
7930630.00000,-124.88840,35.28350,-28.75000,88.28333,-5.51734,50.72420,51.47888,1.59959,26.00000,P7
8016468.00000,-125.12440,36.18770,-22.50000,5.56667,1.96722,53.30580,53.17672,3.66702,26.00000,S1
8016468.00000,-125.06370,36.02400,-159.40000,13.01667,2.58720,52.11950,52.03867,3.64176,26.00000,P2
8016468.00000,-125.04700,35.92140,-5.95000,24.86667,0.95236,52.03450,52.03319,3.62032,26.00000,S2
8016468.00000,-125.04280,35.84270,-107.65000,3.85000,-1.18841,51.05180,51.03290,3.60588,26.00000,P3
8016468.00000,-124.98180,35.65620,-28.05000,1.05000,-2.80986,51.82860,51.77676,3.57764,26.00000,S3
8016468.00000,-124.95300,35.46800,-37.53333,106.31667,-4.56230,50.51950,50.40420,3.54588,26.00000,P6
8016468.00000,-124.91330,35.39150,-17.98333,11.21667,-5.21093,52.59390,52.43122,3.53711,26.00000,S4
8016468.00000,-124.89090,35.28390,-2.36667,95.30000,-6.51488,50.00950,50.01126,3.52374,26.00000,P7
8102306.00000,-125.12480,36.18780,-2.85000,25.38333,2.79118,53.28720,53.22001,3.22107,26.00000,S1
8102306.00000,-125.06200,36.02330,-104.90000,9.15000,2.62889,53.84030,53.72171,3.24084,26.00000,P2
8102306.00000,-125.04680,35.92050,-7.20000,23.10000,1.38007,53.93710,53.69724,3.24794,26.00000,S2
8102306.00000,-125.04050,35.84380,-149.26667,20.10000,-1.62446,51.84820,51.91191,3.24468,26.00000,P3
8102306.00000,-124.98080,35.65610,-6.95000,20.31667,-3.07178,53.24920,53.44062,3.25309,26.00000,S3
8102306.00000,-124.95270,35.47020,-9.55000,88.96667,-5.46885,51.47250,51.55227,3.25786,26.00000,P6
8102306.00000,-124.91230,35.39120,-14.68333,14.35000,-6.27534,52.24880,52.66175,3.26815,26.00000,S4
8102306.00000,-124.89250,35.28600,-18.03333,133.56667,-6.18113,51.14510,51.31253,3.27424,26.00000,P7
8188143.00000,-125.12440,36.18890,-0.93333,36.43333,1.27338,52.26560,52.26124,1.84645,26.00000,S1
8188143.00000,-125.06500,36.02410,-17.53333,123.21667,0.65876,52.36730,52.43329,1.87363,26.00000,P2
8188143.00000,-125.04680,35.92130,-31.33333,4.23333,-0.51627,52.78580,52.78044,1.88872,26.00000,S2
8188143.00000,-125.03890,35.84520,-3.33333,142.68333,-0.77939,52.41120,52.38932,1.89380,26.00000,P3
8188143.00000,-124.98100,35.65650,-14.21667,20.38333,-2.13078,55.53210,55.49200,1.92384,26.00000,S3
8188143.00000,-124.95310,35.47060,-3.25000,123.10000,-5.67740,50.56330,50.60440,1.94567,26.00000,P6
8188143.00000,-124.91230,35.39000,-29.76667,3.18333,-4.75779,53.03890,53.13944,1.96250,26.00000,S4
8188143.00000,-124.89450,35.28370,-120.78333,2.21667,-4.73916,51.87990,51.90818,1.97721,26.00000,P7
8273981.00000,-125.12420,36.18940,-6.68333,35.13333,1.59011,53.00280,53.04830,1.05448,26.00000,S1
8273981.00000,-125.06300,36.02510,-112.15000,86.23333,2.14788,52.51280,52.47364,1.03917,26.00000,P2
8273981.00000,-125.04470,35.92270,-22.81667,24.61667,0.38899,52.52870,52.60629,1.03536,26.00000,S2
8273981.00000,-125.03540,35.84740,-13.50000,188.96667,-0.66631,52.41600,52.41292,1.03540,26.00000,P3
8273981.00000,-124.98030,35.65780,-24.01667,26.58333,-4.02665,52.93900,53.52143,1.03251,26.00000,S3
8273981.00000,-124.95280,35.47370,-54.31667,57.58333,-6.95318,51.47370,50.88330,1.03798,26.00000,P6
8273981.00000,-124.91170,35.39170,-16.13333,55.21667,-5.76620,54.01870,53.67634,1.04167,26.00000,S4
8273981.00000,-124.89710,35.28630,-114.85000,21.46667,-4.52668,52.75970,53.07037,1.05007,26.00000,P7
8359820.00000,-125.12480,36.18700,-28.96667,5.23333,2.49763,53.33310,53.31771,1.98145,26.00000,S1
8359820.00000,-125.05630,36.02060,-71.08333,0.16667,2.28166,53.67590,53.67711,1.97489,26.00000,P2
8359820.00000,-125.04440,35.92090,-19.80000,17.46667,0.61787,53.81510,53.67407,1.96969,26.00000,S2
8359820.00000,-125.02990,35.84750,-98.43333,43.35000,-1.18202,52.79400,52.40613,1.96725,26.00000,P3
8359820.00000,-124.97910,35.65630,-29.41667,4.81667,-4.79598,53.24630,53.16233,1.95100,26.00000,S3
8359820.00000,-124.95110,35.47770,-113.60000,2.51667,-6.37135,52.13440,52.10260,1.93617,26.00000,P6
8359820.00000,-124.90970,35.38990,-22.60000,12.53333,-6.45401,53.03610,53.32613,1.92563,26.00000,S4
8359820.00000,-124.89130,35.28330,-77.53333,56.55000,-4.70252,53.93120,54.13044,1.91382,26.00000,P7
8445658.00000,-125.12540,36.18710,-19.35000,51.33333,0.97420,52.16360,51.84322,1.52200,26.00000,S1
8445658.00000,-125.06500,36.02140,-84.45000,59.73333,2.66660,53.50110,53.55935,1.52028,26.00000,P2
8445658.00000,-125.04660,35.92100,-13.93333,45.40000,0.80331,52.83540,53.20502,1.51900,26.00000,S2
8445658.00000,-125.03890,35.84520,-137.20000,6.18333,-1.17348,51.09860,51.18541,1.51800,26.00000,P3
8445658.00000,-124.98140,35.65590,-37.46667,25.78333,-3.83912,54.53850,53.85717,1.51440,26.00000,S3
8445658.00000,-124.95430,35.46900,-13.11667,79.88333,-4.92880,51.94230,51.85758,1.51100,26.00000,P6
8445658.00000,-124.91160,35.38930,-40.56667,7.98333,-4.37517,54.32160,54.07656,1.50928,26.00000,S4
8445658.00000,-124.89410,35.28260,-42.50000,53.16667,-4.63047,52.91670,53.65358,1.50700,26.00000,P7
8531496.00000,-125.12380,36.18720,-90.83333,3.61667,0.22791,52.61960,52.61582,1.84407,26.00000,S1
8531496.00000,-125.06360,36.02220,-167.68333,36.66667,-0.35859,52.48240,52.59600,1.78167,26.00000,P2
8531496.00000,-125.04490,35.92090,-46.88333,39.76667,0.36770,53.92670,53.52848,1.74558,26.00000,S2
8531496.00000,-125.03750,35.84550,-226.65000,30.51667,-0.74799,52.92520,52.78005,1.73178,26.00000,P3
8531496.00000,-124.98130,35.65650,-9.45000,88.60000,-4.20032,53.24560,53.21710,1.66861,26.00000,S3
8531496.00000,-124.95480,35.47150,-37.56667,148.68333,-3.77069,52.35380,52.38204,1.62320,26.00000,P6
8531496.00000,-124.91240,35.39040,-18.46667,87.33333,-4.06537,54.85380,54.98825,1.59440,26.00000,S4
8531496.00000,-124.89840,35.28440,-20.15000,194.38333,-2.93584,54.01480,53.97855,1.56774,26.00000,P7
8531496.00000,-124.91712,36.21399,-56.05000,106.00000,0.88283,-6.00391,-6.03409,1.80344,26.00000,ru32
8617334.00000,-125.12260,36.18560,-5.21667,34.80000,4.73731,54.07970,54.13626,2.26163,26.00000,S1
8617334.00000,-125.06000,36.02120,-39.15000,43.16667,3.24063,53.75380,54.28952,2.26250,26.00000,P2
8617334.00000,-125.04320,35.92040,-32.15000,10.15000,0.32181,53.35440,53.13254,2.26300,26.00000,S2
8617334.00000,-125.03430,35.84370,-9.13333,82.26667,-0.36763,53.28820,53.11807,2.26261,26.00000,P3
8617334.00000,-124.97880,35.65460,-15.51667,29.01667,-4.11478,52.91310,52.92568,2.26331,26.00000,S3
8617334.00000,-124.95160,35.47050,-19.36667,62.71667,-5.84690,51.94380,52.10372,2.26397,26.00000,P6
8617334.00000,-124.91010,35.38880,-19.96667,21.05000,-7.04952,53.17120,53.57412,2.26596,26.00000,S4
8617334.00000,-124.89440,35.28300,-1.73333,90.96667,-4.74123,53.84460,53.84633,2.26700,26.00000,P7
8617334.00000,-125.05630,36.19110,-3.36667,363.31667,5.29995,-2.93515,-2.96005,2.26361,26.00000,ru32
8703172.00000,-125.12480,36.18300,-11.28333,15.31667,1.59032,54.05070,53.75992,2.86684,26.00000,S1
8703172.00000,-125.05910,36.01030,-7.61667,45.51667,1.49458,54.32270,54.40454,2.84271,26.00000,P2
8703172.00000,-125.04640,35.91660,-0.63333,27.83333,0.56502,54.40940,54.38505,2.82485,26.00000,S2
8703172.00000,-125.03620,35.83580,-40.33333,12.43333,-0.70648,53.05490,53.06861,2.81469,26.00000,P3
8703172.00000,-124.98180,35.65270,-21.23333,7.25000,-3.64219,53.01130,52.99297,2.78300,26.00000,S3
8703172.00000,-124.95280,35.46240,-34.91667,18.26667,-3.98489,53.04850,53.04146,2.76312,26.00000,P6
8703172.00000,-124.91160,35.38540,-2.60000,28.05000,-4.56703,53.52400,53.48042,2.74859,26.00000,S4
8703172.00000,-124.89560,35.28080,-44.08333,14.40000,-3.30309,54.88740,54.38030,2.72922,26.00000,P7
8703172.00000,-125.03834,36.00424,-12.61667,149.23333,1.65957,-2.38390,-2.42860,2.84150,26.00000,ru32
8789010.00000,-125.12290,36.18400,-53.06667,0.95000,2.97009,54.57180,54.56424,3.26641,26.00000,S1
8789010.00000,-125.05930,36.00560,-72.33333,28.51667,0.74461,52.68660,52.54872,3.25353,26.00000,P2
8789010.00000,-125.04600,35.91770,-27.21667,0.75000,0.64470,53.13010,53.10439,3.24686,26.00000,S2
8789010.00000,-125.04460,35.83330,-31.93333,21.11667,-0.51592,52.29040,52.07103,3.23115,26.00000,P3
8789010.00000,-124.98210,35.65350,-4.90000,25.13333,-1.53174,53.81100,53.84463,3.22535,26.00000,S3
8789010.00000,-124.95300,35.46200,-25.20000,33.63333,-2.23186,53.06360,53.45899,3.21640,26.00000,P6
8789010.00000,-124.91410,35.38700,-6.23333,23.70000,-3.65493,53.23950,53.33002,3.22054,26.00000,S4
8789010.00000,-124.89950,35.28280,-49.33333,9.08333,-3.20933,53.25890,53.28314,3.21531,26.00000,P7
8789010.00000,-124.98781,35.81335,-6.96667,16.01667,-1.20783,-5.61600,-5.48431,3.24331,26.00000,ru32
8874848.00000,-125.12290,36.18440,-10.16667,14.86667,2.91321,54.77500,54.80404,4.42543,26.00000,S1
8874848.00000,-125.06000,35.98940,-42.98333,4.10000,1.13736,53.33870,53.35313,4.48392,26.00000,P2
8874848.00000,-125.04520,35.91850,-22.15000,4.25000,1.95450,54.55240,54.41664,4.50718,26.00000,S2
8874848.00000,-125.04500,35.82530,-39.46667,11.96667,1.42243,54.18550,54.24411,4.51653,26.00000,P3
8874848.00000,-124.98050,35.65410,-22.78333,4.18333,-0.38840,54.49430,54.67250,4.55984,26.00000,S3
8874848.00000,-124.95110,35.46180,-67.46667,32.46667,-2.41739,52.97480,53.54517,4.59791,26.00000,P6
8874848.00000,-124.91270,35.38870,-6.58333,19.58333,-3.82967,54.99820,54.64871,4.61725,26.00000,S4
8874848.00000,-124.90450,35.28650,-5.95000,92.78333,-5.53482,52.79490,52.85973,4.63129,26.00000,P7
8874848.00000,-124.99197,35.73749,-19.15000,3.55000,0.72319,-2.41139,-2.44583,4.54178,26.00000,ru32
8960686.00000,-125.12290,36.18430,-20.23333,8.13333,-0.54577,52.74200,52.72087,2.21402,26.00000,S1
8960686.00000,-125.05520,35.99120,-43.16667,11.36667,2.50168,54.90650,54.58090,2.25024,26.00000,P2
8960686.00000,-125.04300,35.91760,-27.75000,2.13333,1.73843,53.88180,53.95372,2.26816,26.00000,S2
8960686.00000,-125.03970,35.82630,-58.78333,56.21667,1.06416,53.37120,53.37985,2.28223,26.00000,P3
8960686.00000,-124.97900,35.65350,-1.63333,29.40000,1.91154,55.87580,55.84286,2.31111,26.00000,S3
8960686.00000,-124.95240,35.46680,-33.53333,21.43333,-2.45266,53.79440,53.75993,2.33231,26.00000,P6
8960686.00000,-124.91150,35.38930,-15.76667,15.03333,-1.63251,55.89250,55.49343,2.34785,26.00000,S4
8960686.00000,-124.90700,35.29100,-14.91667,37.58333,-3.18308,54.27160,54.42673,2.36236,26.00000,P7
8960686.00000,-124.99650,35.73427,-61.21667,41.61667,1.04068,-2.71580,-2.02532,2.29882,26.00000,ru32
9046524.00000,-125.12310,36.18540,-3.03333,33.45000,1.20052,53.66820,53.67459,1.57215,26.00000,S1
9046524.00000,-125.05580,35.99400,-35.05000,32.66667,2.04795,53.69240,53.72159,1.57375,26.00000,P2
9046524.00000,-125.04350,35.91800,-15.75000,18.75000,3.18441,54.97160,55.36106,1.57505,26.00000,S2
9046524.00000,-125.03930,35.83080,-36.21667,30.28333,1.52020,53.56710,53.91014,1.57224,26.00000,P3
9046524.00000,-124.97980,35.65320,-7.25000,29.53333,0.43205,54.95670,54.96622,1.57386,26.00000,S3
9046524.00000,-124.95460,35.47350,-55.31667,10.56667,-1.94156,53.27340,53.23103,1.57294,26.00000,P6
9046524.00000,-124.91200,35.38980,-24.00000,12.20000,-3.85666,54.40970,54.38388,1.57576,26.00000,S4
9046524.00000,-124.91140,35.29730,-33.00000,34.41667,-3.78294,53.59810,54.16283,1.57486,26.00000,P7
9046524.00000,-125.00076,35.73721,-62.91667,39.68333,2.15324,-2.23570,-2.01812,1.57465,26.00000,ru32
9132362.00000,-125.12360,36.18510,-13.46667,23.95000,1.49954,54.88150,54.68848,1.52000,26.00000,S1
9132362.00000,-125.05070,35.99550,-25.45000,42.76667,0.87416,53.64500,53.76409,1.51447,26.00000,P2
9132362.00000,-125.04390,35.91700,-1.78333,32.85000,1.12583,54.62060,54.60756,1.51215,26.00000,S2
9132362.00000,-125.03470,35.83230,-10.55000,59.38333,1.38627,54.52790,54.57586,1.50793,26.00000,P3
9132362.00000,-124.98040,35.65400,-25.90000,10.43333,0.02743,55.88230,55.75971,1.50313,26.00000,S3
9132362.00000,-124.95550,35.47450,-60.50000,7.88333,-2.32369,55.30260,55.07661,1.50250,26.00000,P6
9132362.00000,-124.91280,35.39110,-8.01667,31.76667,-2.44209,55.24940,55.20388,1.50733,26.00000,S4
9132362.00000,-124.91240,35.29970,-15.15000,57.13333,-4.53656,53.50160,53.56766,1.51027,26.00000,P7
9132362.00000,-125.00392,35.74074,-52.76667,55.43333,2.05361,-0.48247,-1.37400,1.50713,26.00000,ru32
9218200.00000,-125.12430,36.18620,-23.68333,13.16667,2.59846,54.42790,54.65479,2.25100,26.00000,S1
9218200.00000,-125.05270,35.99550,-40.28333,30.15000,0.63318,54.08050,53.81180,2.24698,26.00000,P2
9218200.00000,-125.04470,35.91720,-35.65000,0.20000,1.71494,54.46640,54.46157,2.24133,26.00000,S2
9218200.00000,-125.02540,35.83130,-31.43333,38.88333,2.73668,55.48430,54.63468,2.23566,26.00000,P3
9218200.00000,-124.98030,35.65400,-27.51667,10.05000,0.14501,55.94960,55.87344,2.22629,26.00000,S3
9218200.00000,-124.95330,35.47020,-31.43333,32.68333,-2.56975,52.95200,53.26772,2.21700,26.00000,P6
9218200.00000,-124.91270,35.39100,-24.18333,10.96667,-2.67304,55.21470,55.13199,2.21625,26.00000,S4
9218200.00000,-124.91180,35.29870,-45.28333,20.88333,-5.06787,53.85950,53.69898,2.21486,26.00000,P7
9218200.00000,-124.99647,35.74137,-45.28333,64.40000,1.38674,-1.90684,-2.05995,2.23312,26.00000,ru32
9304038.00000,-125.12430,36.18790,-20.21667,13.11667,3.38086,53.56360,53.97256,3.59890,26.00000,S1
9304038.00000,-125.05230,35.99660,-62.33333,0.88333,1.75813,52.91720,52.92314,3.54763,26.00000,P2
9304038.00000,-125.04540,35.91860,-20.78333,13.41667,1.67213,52.98810,53.32101,3.52409,26.00000,S2
9304038.00000,-125.01570,35.82820,-46.51667,19.56667,2.56361,53.67790,53.72936,3.50088,26.00000,P3
9304038.00000,-124.98120,35.65440,-19.28333,17.65000,-0.38586,54.38920,54.77156,3.45232,26.00000,S3
9304038.00000,-124.95400,35.46660,-48.26667,16.46667,-3.85212,53.02860,52.76239,3.40157,26.00000,P6
9304038.00000,-124.91340,35.39010,-4.53333,34.71667,-4.46316,53.79080,53.87476,3.37060,26.00000,S4
9304038.00000,-124.91090,35.29360,-16.21667,55.78333,-3.43226,54.67520,54.58108,3.34311,26.00000,P7
9304038.00000,-125.00428,35.74819,-22.50000,87.68333,2.30370,-0.88193,-1.45864,3.48487,26.00000,ru32
9389876.00000,-125.12220,36.18620,-8.33333,24.35000,2.43380,53.54150,53.99571,2.87317,26.00000,S1
9389876.00000,-125.04930,35.99380,-56.48333,4.73333,3.31307,53.38350,53.40938,2.87966,26.00000,P2
9389876.00000,-125.04270,35.91890,-5.93333,25.40000,1.72664,53.37520,53.31642,2.88195,26.00000,S2
9389876.00000,-125.01040,35.82070,-56.15000,1.45000,1.70155,53.73370,53.71628,2.88501,26.00000,P3
9389876.00000,-124.97960,35.65170,-21.56667,11.13333,-1.61189,54.49680,54.13461,2.88785,26.00000,S3
9389876.00000,-124.95270,35.46710,-22.73333,36.33333,-4.06309,52.23300,52.06573,2.89206,26.00000,P6
9389876.00000,-124.91320,35.39140,-27.71667,7.03333,-5.49365,53.48210,53.51823,2.89713,26.00000,S4
9389876.00000,-124.90950,35.29320,-40.81667,22.06667,-3.90572,53.51660,53.68311,2.89681,26.00000,P7
9389876.00000,-124.99469,35.74902,-29.51667,79.18333,0.24640,-3.98845,-3.59990,2.88613,26.00000,ru32
9475713.00000,-125.12290,36.18390,-14.80000,14.51667,3.35665,55.45630,55.86674,2.48087,26.00000,S1
9475713.00000,-125.05030,35.98940,-38.53333,20.78333,3.01355,54.80080,54.91047,2.51756,26.00000,P2
9475713.00000,-125.04100,35.91720,-1.33333,30.50000,3.38743,55.70120,55.68491,2.53105,26.00000,S2
9475713.00000,-125.01210,35.81170,-15.68333,42.38333,1.41351,54.14710,54.37338,2.54159,26.00000,P3
9475713.00000,-124.97840,35.65300,-6.85000,22.51667,-2.33650,53.38220,53.72273,2.55583,26.00000,S3
9475713.00000,-124.95030,35.46360,-21.75000,30.73333,-3.99645,52.52720,52.25737,2.57105,26.00000,P6
9475713.00000,-124.91230,35.38940,-12.65000,16.70000,-5.08326,53.96020,53.99684,2.58373,26.00000,S4
